theta (rad),r (-),radial mach,tangential mach,mach number,x,y
0.898495,0.903854,0.880657,-1.107728,1.415138,0.562909,0.707167
0.898790,0.903642,0.880330,-1.107988,1.415139,0.562569,0.707167
0.899085,0.903431,0.880004,-1.108249,1.415141,0.562229,0.707167
0.899379,0.903220,0.879678,-1.108510,1.415142,0.561890,0.707168
0.899674,0.903009,0.879351,-1.108770,1.415143,0.561550,0.707168
0.899968,0.902798,0.879024,-1.109030,1.415144,0.561211,0.707168
0.900263,0.902587,0.878698,-1.109291,1.415145,0.560872,0.707168
0.900557,0.902377,0.878371,-1.109551,1.415146,0.560532,0.707168
0.900852,0.902166,0.878044,-1.109811,1.415147,0.560194,0.707169
0.901146,0.901956,0.877717,-1.110071,1.415148,0.559855,0.707169
0.901441,0.901746,0.877390,-1.110331,1.415149,0.559516,0.707169
0.901735,0.901537,0.877063,-1.110590,1.415151,0.559178,0.707169
0.902030,0.901327,0.876736,-1.110850,1.415152,0.558840,0.707169
0.902324,0.901118,0.876409,-1.111110,1.415153,0.558501,0.707170
0.902619,0.900908,0.876082,-1.111369,1.415154,0.558164,0.707170
0.902913,0.900699,0.875754,-1.111629,1.415155,0.557826,0.707170
0.903208,0.900490,0.875427,-1.111888,1.415156,0.557488,0.707170
0.903502,0.900282,0.875099,-1.112147,1.415157,0.557151,0.707171
0.903797,0.900073,0.874772,-1.112406,1.415158,0.556813,0.707171
0.904091,0.899865,0.874444,-1.112665,1.415159,0.556476,0.707171
0.904386,0.899656,0.874116,-1.112924,1.415160,0.556139,0.707171
0.904681,0.899448,0.873788,-1.113183,1.415161,0.555802,0.707171
0.904975,0.899241,0.873461,-1.113441,1.415163,0.555466,0.707172
0.905270,0.899033,0.873133,-1.113700,1.415164,0.555129,0.707172
0.905564,0.898825,0.872805,-1.113958,1.415165,0.554793,0.707172
0.905859,0.898618,0.872476,-1.114217,1.415166,0.554456,0.707172
0.906153,0.898411,0.872148,-1.114475,1.415167,0.554120,0.707172
0.906448,0.898204,0.871820,-1.114733,1.415168,0.553784,0.707173
0.906742,0.897997,0.871492,-1.114991,1.415169,0.553449,0.707173
0.907037,0.897791,0.871163,-1.115249,1.415170,0.553113,0.707173
0.907331,0.897584,0.870835,-1.115507,1.415171,0.552778,0.707173
0.907626,0.897378,0.870506,-1.115765,1.415172,0.552442,0.707173
0.907920,0.897172,0.870177,-1.116023,1.415173,0.552107,0.707174
0.908215,0.896966,0.869849,-1.116280,1.415174,0.551772,0.707174
0.908509,0.896760,0.869520,-1.116538,1.415175,0.551437,0.707174
0.908804,0.896554,0.869191,-1.116795,1.415177,0.551103,0.707174
0.909098,0.896349,0.868862,-1.117053,1.415178,0.550768,0.707175
0.909393,0.896144,0.868533,-1.117310,1.415179,0.550434,0.707175
0.909687,0.895939,0.868204,-1.117567,1.415180,0.550100,0.707175
0.909982,0.895734,0.867875,-1.117824,1.415181,0.549765,0.707175
0.910276,0.895529,0.867545,-1.118081,1.415182,0.549432,0.707175
0.910571,0.895324,0.867216,-1.118338,1.415183,0.549098,0.707176
0.910866,0.895120,0.866887,-1.118594,1.415184,0.548764,0.707176
0.911160,0.894916,0.866557,-1.118851,1.415185,0.548431,0.707176
0.911455,0.894712,0.866228,-1.119107,1.415186,0.548097,0.707176
0.911749,0.894508,0.865898,-1.119364,1.415187,0.547764,0.707176
0.912044,0.894304,0.865568,-1.119620,1.415188,0.547431,0.707177
0.912338,0.894101,0.865238,-1.119876,1.415189,0.547098,0.707177
0.912633,0.893897,0.864909,-1.120132,1.415190,0.546766,0.707177
0.912927,0.893694,0.864579,-1.120388,1.415191,0.546433,0.707177
0.913222,0.893491,0.864249,-1.120644,1.415192,0.546101,0.707177
0.913516,0.893288,0.863919,-1.120900,1.415193,0.545769,0.707178
0.913811,0.893085,0.863588,-1.121156,1.415194,0.545436,0.707178
0.914105,0.892883,0.863258,-1.121411,1.415195,0.545104,0.707178
0.914400,0.892680,0.862928,-1.121667,1.415196,0.544773,0.707178
0.914694,0.892478,0.862597,-1.121922,1.415197,0.544441,0.707179
0.914989,0.892276,0.862267,-1.122178,1.415199,0.544110,0.707179
0.915283,0.892074,0.861936,-1.122433,1.415200,0.543778,0.707179
0.915578,0.891873,0.861606,-1.122688,1.415201,0.543447,0.707179
0.915872,0.891671,0.861275,-1.122943,1.415202,0.543116,0.707179
0.916167,0.891470,0.860944,-1.123198,1.415203,0.542785,0.707180
0.916461,0.891269,0.860613,-1.123453,1.415204,0.542454,0.707180
0.916756,0.891068,0.860283,-1.123707,1.415205,0.542124,0.707180
0.917051,0.890867,0.859952,-1.123962,1.415206,0.541793,0.707180
0.917345,0.890666,0.859620,-1.124217,1.415207,0.541463,0.707180
0.917640,0.890466,0.859289,-1.124471,1.415208,0.541133,0.707181
0.917934,0.890265,0.858958,-1.124725,1.415209,0.540803,0.707181
0.918229,0.890065,0.858627,-1.124979,1.415210,0.540473,0.707181
0.918523,0.889865,0.858295,-1.125234,1.415211,0.540143,0.707181
0.918818,0.889665,0.857964,-1.125488,1.415212,0.539814,0.707182
0.919112,0.889466,0.857632,-1.125742,1.415213,0.539484,0.707182
0.919407,0.889266,0.857301,-1.125995,1.415214,0.539155,0.707182
0.919701,0.889067,0.856969,-1.126249,1.415215,0.538826,0.707182
0.919996,0.888868,0.856637,-1.126503,1.415216,0.538497,0.707182
0.920290,0.888669,0.856306,-1.126756,1.415217,0.538168,0.707183
0.920585,0.888470,0.855974,-1.127010,1.415218,0.537840,0.707183
0.920879,0.888271,0.855642,-1.127263,1.415219,0.537511,0.707183
0.921174,0.888073,0.855310,-1.127516,1.415220,0.537183,0.707183
0.921468,0.887874,0.854978,-1.127769,1.415221,0.536854,0.707183
0.921763,0.887676,0.854645,-1.128022,1.415222,0.536526,0.707184
0.922057,0.887478,0.854313,-1.128275,1.415223,0.536198,0.707184
0.922352,0.887280,0.853981,-1.128528,1.415224,0.535871,0.707184
0.922646,0.887083,0.853648,-1.128781,1.415225,0.535543,0.707184
0.922941,0.886885,0.853316,-1.129033,1.415226,0.535215,0.707185
0.923236,0.886688,0.852983,-1.129286,1.415227,0.534888,0.707185
0.923530,0.886491,0.852651,-1.129538,1.415228,0.534561,0.707185
0.923825,0.886294,0.852318,-1.129791,1.415229,0.534234,0.707185
0.924119,0.886097,0.851985,-1.130043,1.415230,0.533907,0.707185
0.924414,0.885900,0.851652,-1.130295,1.415231,0.533580,0.707186
0.924708,0.885704,0.851319,-1.130547,1.415232,0.533254,0.707186
0.925003,0.885507,0.850986,-1.130799,1.415233,0.532927,0.707186
0.925297,0.885311,0.850653,-1.131051,1.415234,0.532601,0.707186
0.925592,0.885115,0.850320,-1.131302,1.415235,0.532275,0.707186
0.925886,0.884919,0.849987,-1.131554,1.415236,0.531949,0.707187
0.926181,0.884724,0.849654,-1.131806,1.415237,0.531623,0.707187
0.926475,0.884528,0.849320,-1.132057,1.415238,0.531297,0.707187
0.926770,0.884333,0.848987,-1.132308,1.415239,0.530971,0.707187
0.927064,0.884138,0.848653,-1.132560,1.415240,0.530646,0.707188
0.927359,0.883942,0.848320,-1.132811,1.415241,0.530320,0.707188
0.927653,0.883748,0.847986,-1.133062,1.415242,0.529995,0.707188
0.927948,0.883553,0.847652,-1.133313,1.415243,0.529670,0.707188
0.928242,0.883358,0.847318,-1.133564,1.415244,0.529345,0.707188
0.928537,0.883164,0.846984,-1.133814,1.415245,0.529021,0.707189
0.928832,0.882970,0.846650,-1.134065,1.415246,0.528696,0.707189
0.929126,0.882776,0.846316,-1.134315,1.415247,0.528372,0.707189
0.929421,0.882582,0.845982,-1.134566,1.415248,0.528047,0.707189
0.929715,0.882388,0.845648,-1.134816,1.415249,0.527723,0.707189
0.930010,0.882194,0.845314,-1.135066,1.415249,0.527399,0.707190
0.930304,0.882001,0.844980,-1.135316,1.415250,0.527075,0.707190
0.930599,0.881808,0.844645,-1.135566,1.415251,0.526751,0.707190
0.930893,0.881615,0.844311,-1.135816,1.415252,0.526428,0.707190
0.931188,0.881422,0.843976,-1.136066,1.415253,0.526104,0.707191
0.931482,0.881229,0.843641,-1.136316,1.415254,0.525781,0.707191
0.931777,0.881036,0.843307,-1.136566,1.415255,0.525458,0.707191
0.932071,0.880844,0.842972,-1.136815,1.415256,0.525135,0.707191
0.932366,0.880652,0.842637,-1.137065,1.415257,0.524812,0.707191
0.932660,0.880459,0.842302,-1.137314,1.415258,0.524489,0.707192
0.932955,0.880267,0.841967,-1.137563,1.415259,0.524166,0.707192
0.933249,0.880076,0.841632,-1.137812,1.415260,0.523844,0.707192
0.933544,0.879884,0.841297,-1.138061,1.415261,0.523522,0.707192
0.933838,0.879693,0.840962,-1.138310,1.415262,0.523199,0.707193
0.934133,0.879501,0.840626,-1.138559,1.415263,0.522877,0.707193
0.934427,0.879310,0.840291,-1.138808,1.415264,0.522555,0.707193
0.934722,0.879119,0.839956,-1.139056,1.415265,0.522234,0.707193
0.935017,0.878928,0.839620,-1.139305,1.415266,0.521912,0.707193
0.935311,0.878737,0.839284,-1.139553,1.415267,0.521591,0.707194
0.935606,0.878547,0.838949,-1.139802,1.415268,0.521269,0.707194
0.935900,0.878357,0.838613,-1.140050,1.415269,0.520948,0.707194
0.936195,0.878166,0.838277,-1.140298,1.415270,0.520627,0.707194
0.936489,0.877976,0.837941,-1.140546,1.415271,0.520306,0.707194
0.936784,0.877786,0.837605,-1.140794,1.415271,0.519985,0.707195
0.937078,0.877597,0.837269,-1.141042,1.415272,0.519664,0.707195
0.937373,0.877407,0.836933,-1.141289,1.415273,0.519344,0.707195
0.937667,0.877218,0.836597,-1.141537,1.415274,0.519024,0.707195
0.937962,0.877028,0.836261,-1.141784,1.415275,0.518703,0.707196
0.938256,0.876839,0.835925,-1.142032,1.415276,0.518383,0.707196
0.938551,0.876650,0.835588,-1.142279,1.415277,0.518063,0.707196
0.938845,0.876462,0.835252,-1.142526,1.415278,0.517743,0.707196
0.939140,0.876273,0.834915,-1.142773,1.415279,0.517424,0.707196
0.939434,0.876084,0.834579,-1.143020,1.415280,0.517104,0.707197
0.939729,0.875896,0.834242,-1.143267,1.415281,0.516785,0.707197
0.940023,0.875708,0.833905,-1.143514,1.415282,0.516465,0.707197
0.940318,0.875520,0.833568,-1.143761,1.415283,0.516146,0.707197
0.940612,0.875332,0.833231,-1.144007,1.415284,0.515827,0.707198
0.940907,0.875144,0.832894,-1.144254,1.415285,0.515508,0.707198
0.941202,0.874957,0.832557,-1.144500,1.415285,0.515190,0.707198
0.941496,0.874769,0.832220,-1.144747,1.415286,0.514871,0.707198
0.941791,0.874582,0.831883,-1.144993,1.415287,0.514553,0.707198
0.942085,0.874395,0.831546,-1.145239,1.415288,0.514234,0.707199
0.942380,0.874208,0.831208,-1.145485,1.415289,0.513916,0.707199
0.942674,0.874021,0.830871,-1.145731,1.415290,0.513598,0.707199
0.942969,0.873835,0.830534,-1.145977,1.415291,0.513280,0.707199
0.943263,0.873648,0.830196,-1.146222,1.415292,0.512962,0.707200
0.943558,0.873462,0.829858,-1.146468,1.415293,0.512645,0.707200
0.943852,0.873276,0.829521,-1.146714,1.415294,0.512327,0.707200
0.944147,0.873090,0.829183,-1.146959,1.415295,0.512010,0.707200
0.944441,0.872904,0.828845,-1.147204,1.415296,0.511693,0.707200
0.944736,0.872719,0.828507,-1.147449,1.415296,0.511376,0.707201
0.945030,0.872533,0.828169,-1.147694,1.415297,0.511059,0.707201
0.945325,0.872348,0.827831,-1.147939,1.415298,0.510742,0.707201
0.945619,0.872162,0.827493,-1.148184,1.415299,0.510425,0.707201
0.945914,0.871977,0.827155,-1.148429,1.415300,0.510108,0.707202
0.946208,0.871793,0.826816,-1.148674,1.415301,0.509792,0.707202
0.946503,0.871608,0.826478,-1.148918,1.415302,0.509476,0.707202
0.946797,0.871423,0.826140,-1.149163,1.415303,0.509160,0.707202
0.947092,0.871239,0.825801,-1.149407,1.415304,0.508844,0.707202
0.947387,0.871054,0.825463,-1.149652,1.415305,0.508528,0.707203
0.947681,0.870870,0.825124,-1.149896,1.415306,0.508212,0.707203
0.947976,0.870686,0.824785,-1.150140,1.415306,0.507896,0.707203
0.948270,0.870503,0.824447,-1.150384,1.415307,0.507581,0.707203
0.948565,0.870319,0.824108,-1.150628,1.415308,0.507265,0.707203
0.948859,0.870135,0.823769,-1.150871,1.415309,0.506950,0.707204
0.949154,0.869952,0.823430,-1.151115,1.415310,0.506635,0.707204
0.949448,0.869769,0.823091,-1.151359,1.415311,0.506320,0.707204
0.949743,0.869586,0.822752,-1.151602,1.415312,0.506005,0.707204
0.950037,0.869403,0.822412,-1.151846,1.415313,0.505691,0.707205
0.950332,0.869220,0.822073,-1.152089,1.415314,0.505376,0.707205
0.950626,0.869037,0.821734,-1.152332,1.415315,0.505062,0.707205
0.950921,0.868855,0.821394,-1.152575,1.415315,0.504747,0.707205
0.951215,0.868673,0.821055,-1.152818,1.415316,0.504433,0.707205
0.951510,0.868491,0.820715,-1.153061,1.415317,0.504119,0.707206
0.951804,0.868309,0.820376,-1.153304,1.415318,0.503805,0.707206
0.952099,0.868127,0.820036,-1.153546,1.415319,0.503491,0.707206
0.952393,0.867945,0.819696,-1.153789,1.415320,0.503178,0.707206
0.952688,0.867764,0.819356,-1.154031,1.415321,0.502864,0.707207
0.952982,0.867582,0.819016,-1.154274,1.415322,0.502551,0.707207
0.953277,0.867401,0.818676,-1.154516,1.415323,0.502238,0.707207
0.953572,0.867220,0.818336,-1.154758,1.415323,0.501925,0.707207
0.953866,0.867039,0.817996,-1.155000,1.415324,0.501612,0.707207
0.954161,0.866858,0.817656,-1.155242,1.415325,0.501299,0.707208
0.954455,0.866678,0.817316,-1.155484,1.415326,0.500986,0.707208
0.954750,0.866497,0.816975,-1.155726,1.415327,0.500673,0.707208
0.955044,0.866317,0.816635,-1.155967,1.415328,0.500361,0.707208
0.955339,0.866137,0.816294,-1.156209,1.415329,0.500049,0.707209
0.955633,0.865957,0.815954,-1.156450,1.415330,0.499736,0.707209
0.955928,0.865777,0.815613,-1.156692,1.415331,0.499424,0.707209
0.956222,0.865597,0.815272,-1.156933,1.415331,0.499112,0.707209
0.956517,0.865417,0.814932,-1.157174,1.415332,0.498801,0.707209
0.956811,0.865238,0.814591,-1.157415,1.415333,0.498489,0.707210
0.957106,0.865059,0.814250,-1.157656,1.415334,0.498177,0.707210
0.957400,0.864880,0.813909,-1.157897,1.415335,0.497866,0.707210
0.957695,0.864701,0.813568,-1.158138,1.415336,0.497555,0.707210
0.957989,0.864522,0.813227,-1.158378,1.415337,0.497243,0.707211
0.958284,0.864343,0.812885,-1.158619,1.415337,0.496932,0.707211
0.958578,0.864164,0.812544,-1.158859,1.415338,0.496621,0.707211
0.958873,0.863986,0.812203,-1.159100,1.415339,0.496311,0.707211
0.959168,0.863808,0.811861,-1.159340,1.415340,0.496000,0.707211
0.959462,0.863630,0.811520,-1.159580,1.415341,0.495689,0.707212
0.959757,0.863452,0.811178,-1.159820,1.415342,0.495379,0.707212
0.960051,0.863274,0.810837,-1.160060,1.415343,0.495069,0.707212
0.960346,0.863096,0.810495,-1.160300,1.415344,0.494759,0.707212
0.960640,0.862919,0.810153,-1.160539,1.415344,0.494449,0.707213
0.960935,0.862742,0.809811,-1.160779,1.415345,0.494139,0.707213
0.961229,0.862564,0.809469,-1.161018,1.415346,0.493829,0.707213
0.961524,0.862387,0.809128,-1.161258,1.415347,0.493519,0.707213
0.961818,0.862210,0.808785,-1.161497,1.415348,0.493210,0.707213
0.962113,0.862034,0.808443,-1.161736,1.415349,0.492900,0.707214
0.962407,0.861857,0.808101,-1.161975,1.415350,0.492591,0.707214
0.962702,0.861681,0.807759,-1.162214,1.415350,0.492282,0.707214
0.962996,0.861504,0.807417,-1.162453,1.415351,0.491973,0.707214
0.963291,0.861328,0.807074,-1.162692,1.415352,0.491664,0.707215
0.963585,0.861152,0.806732,-1.162931,1.415353,0.491355,0.707215
0.963880,0.860976,0.806389,-1.163169,1.415354,0.491047,0.707215
0.964174,0.860801,0.806046,-1.163408,1.415355,0.490738,0.707215
0.964469,0.860625,0.805704,-1.163646,1.415356,0.490430,0.707215
0.964763,0.860450,0.805361,-1.163885,1.415356,0.490122,0.707216
0.965058,0.860274,0.805018,-1.164123,1.415357,0.489814,0.707216
0.965353,0.860099,0.804675,-1.164361,1.415358,0.489506,0.707216
0.965647,0.859924,0.804332,-1.164599,1.415359,0.489198,0.707216
0.965942,0.859749,0.803989,-1.164837,1.415360,0.488890,0.707217
0.966236,0.859575,0.803646,-1.165074,1.415361,0.488582,0.707217
0.966531,0.859400,0.803303,-1.165312,1.415362,0.488275,0.707217
0.966825,0.859226,0.802960,-1.165550,1.415362,0.487968,0.707217
0.967120,0.859051,0.802616,-1.165787,1.415363,0.487660,0.707217
0.967414,0.858877,0.802273,-1.166025,1.415364,0.487353,0.707218
0.967709,0.858703,0.801930,-1.166262,1.415365,0.487046,0.707218
0.968003,0.858529,0.801586,-1.166499,1.415366,0.486739,0.707218
0.968298,0.858356,0.801243,-1.166736,1.415367,0.486433,0.707218
0.968592,0.858182,0.800899,-1.166973,1.415367,0.486126,0.707219
0.968887,0.858009,0.800555,-1.167210,1.415368,0.485820,0.707219
0.969181,0.857836,0.800211,-1.167447,1.415369,0.485513,0.707219
0.969476,0.857662,0.799867,-1.167683,1.415370,0.485207,0.707219
0.969770,0.857489,0.799523,-1.167920,1.415371,0.484901,0.707219
0.970065,0.857317,0.799179,-1.168156,1.415372,0.484595,0.707220
0.970359,0.857144,0.798835,-1.168393,1.415372,0.484289,0.707220
0.970654,0.856971,0.798491,-1.168629,1.415373,0.483983,0.707220
0.970948,0.856799,0.798147,-1.168865,1.415374,0.483678,0.707220
0.971243,0.856627,0.797803,-1.169101,1.415375,0.483372,0.707221
0.971538,0.856455,0.797458,-1.169337,1.415376,0.483067,0.707221
0.971832,0.856283,0.797114,-1.169573,1.415377,0.482761,0.707221
0.972127,0.856111,0.796769,-1.169808,1.415377,0.482456,0.707221
0.972421,0.855939,0.796425,-1.170044,1.415378,0.482151,0.707222
0.972716,0.855768,0.796080,-1.170280,1.415379,0.481846,0.707222
0.973010,0.855596,0.795735,-1.170515,1.415380,0.481542,0.707222
0.973305,0.855425,0.795391,-1.170750,1.415381,0.481237,0.707222
0.973599,0.855254,0.795046,-1.170986,1.415382,0.480932,0.707222
0.973894,0.855083,0.794701,-1.171221,1.415382,0.480628,0.707223
0.974188,0.854912,0.794356,-1.171456,1.415383,0.480324,0.707223
0.974483,0.854742,0.794011,-1.171691,1.415384,0.480020,0.707223
0.974777,0.854571,0.793666,-1.171925,1.415385,0.479716,0.707223
0.975072,0.854401,0.793321,-1.172160,1.415386,0.479412,0.707224
0.975366,0.854230,0.792975,-1.172395,1.415387,0.479108,0.707224
0.975661,0.854060,0.792630,-1.172629,1.415387,0.478804,0.707224
0.975955,0.853890,0.792285,-1.172864,1.415388,0.478501,0.707224
0.976250,0.853721,0.791939,-1.173098,1.415389,0.478197,0.707224
0.976544,0.853551,0.791594,-1.173332,1.415390,0.477894,0.707225
0.976839,0.853381,0.791248,-1.173566,1.415391,0.477591,0.707225
0.977133,0.853212,0.790902,-1.173800,1.415391,0.477288,0.707225
0.977428,0.853043,0.790557,-1.174034,1.415392,0.476985,0.707225
0.977723,0.852874,0.790211,-1.174268,1.415393,0.476682,0.707226
0.978017,0.852705,0.789865,-1.174501,1.415394,0.476379,0.707226
0.978312,0.852536,0.789519,-1.174735,1.415395,0.476076,0.707226
0.978606,0.852367,0.789173,-1.174968,1.415396,0.475774,0.707226
0.978901,0.852199,0.788827,-1.175202,1.415396,0.475472,0.707226
0.979195,0.852030,0.788481,-1.175435,1.415397,0.475169,0.707227
0.979490,0.851862,0.788134,-1.175668,1.415398,0.474867,0.707227
0.979784,0.851694,0.787788,-1.175901,1.415399,0.474565,0.707227
0.980079,0.851526,0.787442,-1.176134,1.415400,0.474263,0.707227
0.980373,0.851358,0.787095,-1.176367,1.415400,0.473962,0.707228
0.980668,0.851190,0.786749,-1.176600,1.415401,0.473660,0.707228
0.980962,0.851023,0.786402,-1.176832,1.415402,0.473359,0.707228
0.981257,0.850855,0.786056,-1.177065,1.415403,0.473057,0.707228
0.981551,0.850688,0.785709,-1.177297,1.415404,0.472756,0.707228
0.981846,0.850521,0.785362,-1.177530,1.415404,0.472455,0.707229
0.982140,0.850354,0.785015,-1.177762,1.415405,0.472154,0.707229
0.982435,0.850187,0.784668,-1.177994,1.415406,0.471853,0.707229
0.982729,0.850020,0.784321,-1.178226,1.415407,0.471552,0.707229
0.983024,0.849854,0.783974,-1.178458,1.415408,0.471251,0.707230
0.983319,0.849687,0.783627,-1.178690,1.415408,0.470951,0.707230
0.983613,0.849521,0.783280,-1.178921,1.415409,0.470650,0.707230
0.983908,0.849355,0.782933,-1.179153,1.415410,0.470350,0.707230
0.984202,0.849189,0.782585,-1.179385,1.415411,0.470050,0.707230
0.984497,0.849023,0.782238,-1.179616,1.415412,0.469750,0.707231
0.984791,0.848857,0.781891,-1.179847,1.415412,0.469450,0.707231
0.985086,0.848692,0.781543,-1.180078,1.415413,0.469150,0.707231
0.985380,0.848526,0.781195,-1.180310,1.415414,0.468850,0.707231
0.985675,0.848361,0.780848,-1.180541,1.415415,0.468550,0.707232
0.985969,0.848196,0.780500,-1.180771,1.415416,0.468251,0.707232
0.986264,0.848030,0.780152,-1.181002,1.415416,0.467951,0.707232
0.986558,0.847866,0.779804,-1.181233,1.415417,0.467652,0.707232
0.986853,0.847701,0.779456,-1.181463,1.415418,0.467353,0.707233
0.987147,0.847536,0.779108,-1.181694,1.415419,0.467054,0.707233
0.987442,0.847372,0.778760,-1.181924,1.415420,0.466755,0.707233
0.987736,0.847207,0.778412,-1.182155,1.415420,0.466456,0.707233
0.988031,0.847043,0.778064,-1.182385,1.415421,0.466157,0.707233
0.988325,0.846879,0.777716,-1.182615,1.415422,0.465859,0.707234
0.988620,0.846715,0.777367,-1.182845,1.415423,0.465560,0.707234
0.988914,0.846551,0.777019,-1.183075,1.415424,0.465262,0.707234
0.989209,0.846387,0.776670,-1.183304,1.415424,0.464964,0.707234
0.989504,0.846224,0.776322,-1.183534,1.415425,0.464666,0.707235
0.989798,0.846060,0.775973,-1.183763,1.415426,0.464368,0.707235
0.990093,0.845897,0.775625,-1.183993,1.415427,0.464070,0.707235
0.990387,0.845734,0.775276,-1.184222,1.415427,0.463772,0.707235
0.990682,0.845571,0.774927,-1.184451,1.415428,0.463474,0.707235
0.990976,0.845408,0.774578,-1.184681,1.415429,0.463177,0.707236
0.991271,0.845245,0.774229,-1.184910,1.415430,0.462879,0.707236
0.991565,0.845083,0.773880,-1.185138,1.415431,0.462582,0.707236
0.991860,0.844920,0.773531,-1.185367,1.415431,0.462285,0.707236
0.992154,0.844758,0.773182,-1.185596,1.415432,0.461988,0.707237
